-1,500;-0,071
-1,490;-0,081
-1,480;-0,091
-1,470;-0,101
-1,460;-0,111
-1,450;-0,121
-1,440;-0,132
-1,430;-0,142
-1,420;-0,152
-1,410;-0,162
-1,400;-0,172
-1,390;-0,183
-1,380;-0,193
-1,370;-0,204
-1,360;-0,214
-1,350;-0,224
-1,340;-0,235
-1,330;-0,246
-1,320;-0,256
-1,310;-0,267
-1,300;-0,278
-1,290;-0,288
-1,280;-0,299
-1,270;-0,310
-1,260;-0,321
-1,250;-0,332
-1,240;-0,343
-1,230;-0,355
-1,220;-0,366
-1,210;-0,377
-1,200;-0,389
-1,190;-0,400
-1,180;-0,412
-1,170;-0,424
-1,160;-0,436
-1,150;-0,448
-1,140;-0,460
-1,130;-0,472
-1,120;-0,484
-1,110;-0,496
-1,100;-0,509
-1,090;-0,522
-1,080;-0,534
-1,070;-0,547
-1,060;-0,560
-1,050;-0,574
-1,040;-0,587
-1,030;-0,601
-1,020;-0,614
-1,010;-0,628
-1,000;-0,642
-0,990;-0,656
-0,980;-0,671
-0,970;-0,685
-0,960;-0,700
-0,950;-0,715
-0,940;-0,730
-0,930;-0,746
-0,920;-0,761
-0,910;-0,777
-0,900;-0,794
-0,890;-0,810
-0,880;-0,827
-0,870;-0,844
-0,860;-0,861
-0,850;-0,878
-0,840;-0,896
-0,830;-0,915
-0,820;-0,933
-0,810;-0,952
-0,800;-0,971
-0,790;-0,991
-0,780;-1,011
-0,770;-1,031
-0,760;-1,052
-0,750;-1,073
-0,740;-1,095
-0,730;-1,117
-0,720;-1,140
-0,710;-1,163
-0,700;-1,187
-0,690;-1,212
-0,680;-1,237
-0,670;-1,262
-0,660;-1,288
-0,650;-1,315
-0,640;-1,343
-0,630;-1,372
-0,620;-1,401
-0,610;-1,431
-0,600;-1,462
-0,590;-1,494
-0,580;-1,526
-0,570;-1,560
-0,560;-1,595
-0,550;-1,631
-0,540;-1,668
-0,530;-1,707
-0,520;-1,747
-0,510;-1,788
-0,500;-1,830
-0,490;-1,875
-0,480;-1,921
-0,470;-1,969
-0,460;-2,018
-0,450;-2,070
-0,440;-2,124
-0,430;-2,180
-0,420;-2,239
-0,410;-2,301
-0,400;-2,365
-0,390;-2,433
-0,380;-2,504
-0,370;-2,578
-0,360;-2,657
-0,350;-2,739
-0,340;-2,827
-0,330;-2,919
-0,320;-3,018
-0,310;-3,122
-0,300;-3,233
-0,290;-3,351
-0,280;-3,478
-0,270;-3,613
-0,260;-3,759
-0,250;-3,916
-0,240;-4,086
-0,230;-4,271
-0,220;-4,472
-0,210;-4,692
-0,200;-4,933
-0,190;-5,200
-0,180;-5,495
-0,170;-5,826
-0,160;-6,197
-0,150;-6,617
-0,140;-7,096
-0,130;-7,649
-0,120;-8,293
-0,110;-9,054
-0,100;-9,967
-0,090;-11,081
-0,080;-12,473
-0,070;-14,262
-0,060;-16,647
-0,050;-19,983
-0,040;-24,987
-0,030;-33,323
-0,020;-49,993
-0,010;-99,997
