1,100;0,059
1,200;0,113
1,300;0,162
1,400;0,209
1,500;0,252
1,600;0,292
1,700;0,330
1,800;0,365
1,900;0,398
2,000;0,430
2,100;0,461
2,200;0,490
2,300;0,518
2,400;0,544
2,500;0,569
2,600;0,593
2,700;0,617
2,800;0,639
2,900;0,662
3,000;0,683
3,100;0,703
3,200;0,723
3,300;0,742
3,400;0,760
3,500;0,778
3,600;0,795
3,700;0,813
3,800;0,830
3,900;0,846
4,000;0,861
4,100;0,877
4,200;0,892
4,300;0,906
4,400;0,920
4,500;0,935
4,600;0,948
4,700;0,962
4,800;0,975
4,900;0,988
5,000;1,000
